Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Energy Source 1,Energy Source 2,Multiple Fuels?,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
5310,Doswell Ltd Partnership,52019,Doswell Energy Center,VA,Hanover,GEN5,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,122,112.5,122,1,1992,NG,DFO,Y,N,,,,,,,Y,Y,112.5,122,112.5,122,1H,1H,Y,,Y,
5310,Doswell Ltd Partnership,52019,Doswell Energy Center,VA,Hanover,GEN7,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,187,170,188,3,2001,NG,DFO,Y,N,,,,,,,Y,Y,151,188,170,188,1H,1H,Y,,Y,
65792,"IIT Energy Tech Partners, LLC",52021,ITT Cogen Facility,IL,Cook,GEN1,SB,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,3.7,3.5,3.7,5,1991,NG,DFO,Y,N,,,,,,,Y,Y,3.5,3.7,3,3.5,1H,1H,Y,Y,Y,
65792,"IIT Energy Tech Partners, LLC",52021,ITT Cogen Facility,IL,Cook,GEN2,SB,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,3.7,3.5,3.7,5,1991,NG,DFO,Y,N,,,,,,,Y,Y,3.5,3.7,3,3.5,1H,1H,Y,Y,Y,
16001,Rhode Island Hospital,52024,Rhode Island Hospital,RI,Providence,GEN2,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,1.7,1.7,1.7,10,1974,NG,RFO,Y,N,,,,,,,Y,Y,1.75,1.75,1.75,1.75,1H,1H,Y,,,Y
16001,Rhode Island Hospital,52024,Rhode Island Hospital,RI,Providence,GEN4,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,1.7,1.7,1.7,10,1974,NG,RFO,Y,N,,,,,,,Y,Y,1.75,1.75,1.75,1.75,1H,1H,Y,,,Y
16001,Rhode Island Hospital,52024,Rhode Island Hospital,RI,Providence,NEW1,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,3.5,3.5,3.5,12,1993,NG,RFO,Y,N,,,,,,,Y,Y,3.5,3.5,3.5,3.5,1H,1H,Y,,,Y
16001,Rhode Island Hospital,52024,Rhode Island Hospital,RI,Providence,NEW3,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,3.5,3.5,3.5,9,1993,NG,RFO,Y,N,,,,,,,Y,Y,3.5,3.5,3.5,3.5,1H,1H,Y,,,Y
56516,"Morris Energy Operations Company, LLC",52026,Dartmouth Power Associates LP,MA,Bristol,GEN1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,41.9,62.1,67.7,3,1992,NG,DFO,Y,N,,,,,,,Y,Y,62.1,67.7,62.1,67.7,1H,1H,Y,Y,Y,
56516,"Morris Energy Operations Company, LLC",52026,Dartmouth Power Associates LP,MA,Bristol,GEN2,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,32.2, , ,3,1992,NG,DFO,Y,N,,,,,,,Y,Y, , , , ,1H,1H,Y,Y,Y,
56516,"Morris Energy Operations Company, LLC",52026,Dartmouth Power Associates LP,MA,Bristol,GEN3,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,23.3,19.6,21.8,9,2009,NG,DFO,Y,N,,,,,,,Y,Y,19.6,21.8,19.6,21.8,1H,1H,Y,Y,Y,
65384,"Cartier Energy, LLC",52061,Hartford Hospital Cogeneration,CT,Hartford,GEN3,OP,Natural Gas Fired Combined Cycle,CT,Commercial CHP,5,6.2,6.2,6.2,7,1988,NG,DFO,Y,N,,,,,,,Y,Y,6.2,6.2,6.2,6.2,1H,1H,Y,Y,,
59409,Eco Services Corp.,52063,Martinez Sulfuric Acid Regeneration Plt,CA,Contra Costa,GEN1,OP,All Other,ST,Industrial CHP,7,4,4,4,1,1978,WH,NG,Y,Y,OTH,OTH,,,,,N,, , , , ,,,,,,
19524,University of California-LA,52073,UCLA So Campus Cogen Project,CA,Los Angeles,GEN1,OP,Natural Gas Fired Combined Cycle,CT,Commercial CHP,5,14.5,12.5,13.5,10,1993,NG,DFO,Y,N,,,,,,,Y,Y,12.5,13.5,12.5,13.5,1H,UNK,Y,Y,Y,
19524,University of California-LA,52073,UCLA So Campus Cogen Project,CA,Los Angeles,GEN2,OP,Natural Gas Fired Combined Cycle,CT,Commercial CHP,5,14.5,12.5,13.5,10,1993,NG,DFO,Y,N,,,,,,,Y,Y,12.5,13.5,12.5,13.5,1H,UNK,Y,Y,Y,
19876,Virginia Electric & Power Co,52087,Elizabeth River Power Station,VA,Chesapeake City,GEN1,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,129.6,109,125,6,1992,NG,DFO,Y,N,,,,,,,Y,Y,103,121,103,121,1H,1H,Y,Y,Y,
19876,Virginia Electric & Power Co,52087,Elizabeth River Power Station,VA,Chesapeake City,GEN2,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,129.6,107,125,6,1992,NG,DFO,Y,N,,,,,,,Y,Y,103,120,103,120,1H,1H,Y,Y,Y,
19876,Virginia Electric & Power Co,52087,Elizabeth River Power Station,VA,Chesapeake City,GEN3,SB,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,129.6,109,125,6,1992,NG,DFO,Y,N,,,,,,,Y,Y,103,124,103,124,1H,1H,Y,Y,Y,
57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,VA,Giles,GEN1,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,6,6,6,1,1942,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,Y,Y,
57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,VA,Giles,GEN2,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,6,6,6,1,1942,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,Y,Y,
57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,VA,Giles,GEN3,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,6,6,6,1,1944,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,Y,Y,
57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,VA,Giles,GEN4,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,9.2,9.2,9.2,1,1966,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,9.2,9.2,9.2,9.2,1H,1H,Y,Y,Y,
14155,Orange County Sanitation Dist,52099,Plant No 2 Orange County,CA,Orange,GEN1,OP,Other Waste Biomass,IC,Commercial CHP,5,3,2.7,2.7,6,1993,OBG,NG,Y,Y,OBG,NG,,,,,N,, , , , ,,,,,,
14155,Orange County Sanitation Dist,52099,Plant No 2 Orange County,CA,Orange,GEN2,OP,Other Waste Biomass,IC,Commercial CHP,5,3,2.7,2.7,6,1993,OBG,NG,Y,Y,OBG,NG,,,,,N,, , , , ,,,,,,
14155,Orange County Sanitation Dist,52099,Plant No 2 Orange County,CA,Orange,GEN3,OP,Other Waste Biomass,IC,Commercial CHP,5,3,2.7,2.7,6,1993,OBG,NG,Y,Y,OBG,NG,,,,,N,, , , , ,,,,,,
14155,Orange County Sanitation Dist,52099,Plant No 2 Orange County,CA,Orange,GEN4,OP,Other Waste Biomass,IC,Commercial CHP,5,3,2.7,2.7,6,1993,OBG,NG,Y,Y,OBG,NG,,,,,N,, , , , ,,,,,,
14155,Orange County Sanitation Dist,52099,Plant No 2 Orange County,CA,Orange,GEN5,OP,Other Waste Biomass,IC,Commercial CHP,5,3,2.7,2.7,6,1993,OBG,NG,Y,Y,OBG,NG,,,,,N,, , , , ,,,,,,
49732,Chevron Products Company-Richmond,52109,Richmond Cogen,CA,Contra Costa,GEN1,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,62.6,50,52,8,1992,NG,OG,Y,Y,OG,NG,,,,,N,, , , , ,,,,,,
49732,Chevron Products Company-Richmond,52109,Richmond Cogen,CA,Contra Costa,GEN2,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,62.6,50,52,9,1992,NG,OG,Y,Y,OG,NG,,,,,N,, , , , ,,,,,,
8009,International Paper Co,52140,International Paper Prattville Mill,AL,Autauga,GEN1,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,40.5,37,38,2,1967,BLQ,NG,Y,Y,WDS,NG,OBG,,,,N,, , , , ,,,,,,
8009,International Paper Co,52140,International Paper Prattville Mill,AL,Autauga,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,49.3,48,48,5,1980,BLQ,NG,Y,Y,WDS,BIT,OBG,NG,,,N,, , , , ,,,,,,
12320,Merck & Co Inc,52148,Elkton,VA,Rockingham,GEN1,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,7.2,6,6,6,1982,NG,DFO,Y,N,,,,,,,Y,Y,6,6,6,6,1H,1H,Y,Y,,
12320,Merck & Co Inc,52148,Elkton,VA,Rockingham,GEN5,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,0.4,0.4,0.4,6,1982,NG,DFO,Y,N,,,,,,,Y,Y,0.4,0.4,0.4,0.4,1H,1H,Y,Y,,
12320,Merck & Co Inc,52148,Elkton,VA,Rockingham,GEN6,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,1.2,1.2,1.2,12,2021,NG,DFO,Y,N,,,,,,,Y,Y,1.2,1.2,1.2,1.2,1H,1H,Y,Y,,
12320,Merck & Co Inc,52148,Elkton,VA,Rockingham,GEN7,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,1.2,1.2,1.2,12,2021,NG,DFO,Y,N,,,,,,,Y,Y,1.2,1.2,1.2,1.2,1H,1H,Y,Y,,
9424,Sylvamo Corporation - Eastover,52151,Sylvamo Corporation Eastover Facility,SC,Richland,GEN1,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,48.4,46,46,4,1984,BLQ,WDS,Y,Y,BLQ,RFO,NG,WO,,,N,, , , , ,,,,,,
9424,Sylvamo Corporation - Eastover,52151,Sylvamo Corporation Eastover Facility,SC,Richland,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,61.2,57,57,6,1991,BLQ,WDS,Y,Y,BLQ,WDS,DFO,TDF,RFO,WO,N,, , , , ,,,,,,
9348,International Paper,52152,International Paper Franklin Mill,VA,Isle of Wight,GEN9,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,36.1,36.1,36.1,11,1977,BLQ,NG,Y,Y,NG,BLQ,,,,,,, , , , ,,,,,,
24210,Riverbay Corp,52168,Riverbay,NY,Bronx,GEN3,OP,Natural Gas Fired Combined Cycle,CT,Commercial CHP,5,12.9,12.3,12.6,3,2011,NG,DFO,Y,N,,,,,,,Y,Y,12.3,12.6,12,12,6H,6H,Y,Y,Y,
24210,Riverbay Corp,52168,Riverbay,NY,Bronx,GEN4,OP,Natural Gas Fired Combined Cycle,CT,Commercial CHP,5,12.9,12.3,12.6,3,2011,NG,DFO,Y,N,,,,,,,Y,Y,12.3,12.6,12,12,6H,6H,Y,Y,Y,
18617,Tesoro Alaska Company LLC,52184,Tesoro Kenai Cogeneration Plant,AK,Kenai Peninsula,GEN1,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,4.3,4.2,4.7,11,1988,NG,DFO,Y,N,,,,,,,Y,Y,4.2,4.68,3.99,4.58,1H,1H,N,,,
18617,Tesoro Alaska Company LLC,52184,Tesoro Kenai Cogeneration Plant,AK,Kenai Peninsula,GEN2,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,4.3,4.2,4.7,11,1988,NG,DFO,Y,N,,,,,,,Y,Y,4.2,4.68,3.99,4.58,1H,1H,N,,,
56605,Delaware City Refining Company LLC,52193,Delaware City Plant,DE,New Castle,G1,OP,Other Gases,ST,Industrial CHP,7,27.5,29.5,29.5,10,1956,OG,NG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
56605,Delaware City Refining Company LLC,52193,Delaware City Plant,DE,New Castle,G2,OP,Other Gases,ST,Industrial CHP,7,27.5,29.5,29.5,10,1956,OG,NG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
56605,Delaware City Refining Company LLC,52193,Delaware City Plant,DE,New Castle,G3,SB,Other Gases,ST,Industrial CHP,7,75,66,66,11,1961,OG,NG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
56605,Delaware City Refining Company LLC,52193,Delaware City Plant,DE,New Castle,G4,OP,Other Gases,ST,Industrial CHP,7,10,10,10,6,1982,OG,NG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
17610,"WestRock Southeast, LLC",54004,"WestRock Southeast, LLC.",GA,Laurens,GEN1,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,45,44,44,7,1989,WDS,TDF,Y,Y,BIT,NG,OBS,TDF,WDS,,N,, , , , ,,,,,,
17610,"WestRock Southeast, LLC",54004,"WestRock Southeast, LLC.",GA,Laurens,GEN2,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,37.1,40,42,6,1989,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,32,32,32,32,OVER,6H,Y,Y,,
57224,MM West Covina Energy LLC,54015,MM West Covina,CA,Los Angeles,GEN2,OP,Landfill Gas,ST,IPP Non-CHP,2,6.8,5.4,5.4,6,1993,LFG,NG,Y,Y,NG,LFG,,,,,N,, , , , ,,,,,,
6838,Rensselaer Generating LLC,54034,Rensselaer Cogen,NY,Rensselaer,GEN1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,49.2,47,57,4,1994,NG,DFO,Y,N,,,,,,,Y,Y,47,57,45,54,6H,6H,Y,Y,Y,
6838,Rensselaer Generating LLC,54034,Rensselaer Cogen,NY,Rensselaer,GEN2,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,39,32.4,27,4,1994,NG,DFO,Y,N,,,,,,,Y,Y,32.4,27,18,20,6H,6H,Y,Y,Y,
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN1,OP,Natural Gas Fired Combined Cycle,CT,IPP CHP,3,48.7,43.3,48.3,7,1992,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,42.6,50.8,43,49,1H,1H,Y,Y,Y,
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN2,OP,Natural Gas Fired Combined Cycle,CT,IPP CHP,3,48.7,43.3,48.3,7,1992,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,41.6,50.8,43,49,1H,1H,Y,Y,Y,
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN3,OP,Natural Gas Fired Combined Cycle,CT,IPP CHP,3,48.7,43.3,48.3,7,1992,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,41.6,50.8,43,49,1H,1H,Y,Y,Y,
11127,Lockport Energy Associates LP,54041,Lockport Energy Associates LP,NY,Niagara,GEN4,OP,Natural Gas Fired Combined Cycle,CA,IPP CHP,3,75.2,78,80,9,1992,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,78,78,78,78,1H,1H,Y,Y,Y,
19528,University of Illinois,54044,University of Illinois Cogen Facility,IL,Cook,GEN1,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.3,6.3,6.3,4,1993,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,6.3,6.3,6.3,6.3,1H,1H,Y,Y,Y,
19528,University of Illinois,54044,University of Illinois Cogen Facility,IL,Cook,GEN2,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.3,6.3,6.3,5,1993,NG,DFO,Y,Y,DFO,NG,,,,,Y,Y,6.3,6.3,6.3,6.3,1H,1H,Y,Y,Y,
9261,Indeck-Olean Ltd Partnership,54076,Indeck Olean Energy Center,NY,Cattaraugus,GEN1,OP,Natural Gas Fired Combined Cycle,CT,IPP CHP,3,46,34.1,43.2,1,1994,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,34.1,43.2,34.1,43.2,1H,1H,Y,Y,Y,
9261,Indeck-Olean Ltd Partnership,54076,Indeck Olean Energy Center,NY,Cattaraugus,GEN2,OP,Natural Gas Fired Combined Cycle,CA,IPP CHP,3,44.6,44.6,44.6,1,1994,NG,DFO,Y,N,,,,,,,Y,Y,44.6,44.6,44.6,44.6,24H,24H,Y,Y,Y,
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,SC,Georgetown,GEN1,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,25.6,25.3,25.6,1,1966,BLQ,RFO,Y,Y,BLQ,RFO,,,,,N,, , , , ,,,,,,
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,SC,Georgetown,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,29.5,27.4,27.7,9,1984,WDS,TDF,Y,Y,WDS,TDF,,,,,N,, , , , ,,,,,,
9390,International Paper Co-GT Mill,54087,International Paper Georgetown Mill,SC,Georgetown,GEN3,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,40.5,37.7,38.1,9,1984,WDS,TDF,Y,Y,WDS,TDF,,,,,N,, , , , ,,,,,,
9312,IPC-Mansfield Mill,54091,Mansfield Mill,LA,DeSoto,GEN1,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,40,24.6,27.8,10,1981,BLQ,NG,Y,Y,NG,WO,,,,,N,, , , , ,,,,,,
9312,IPC-Mansfield Mill,54091,Mansfield Mill,LA,DeSoto,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,40,25.6,27.7,12,1981,BLQ,NG,Y,Y,NG,WO,,,,,N,, , , , ,,,,,,
9312,IPC-Mansfield Mill,54091,Mansfield Mill,LA,DeSoto,GEN3,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,30,22.1,25,12,1981,BLQ,NG,Y,Y,NG,WO,,,,,N,, , , , ,,,,,,
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,AL,Dallas,GEN1,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,11.6,11.6,11.6,1,1967,NG,BLQ,Y,Y,DFO,NG,BLQ,,,,N,, , , , ,,,,,,
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,AL,Dallas,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,37.4,37.4,37.4,1,1985,BLQ,NG,Y,Y,DFO,NG,BLQ,,,,N,, , , , ,,,,,,
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,AL,Dallas,GEN3,OP,Natural Gas Fired Combined Cycle,CA,Industrial CHP,7,17,17,17,11,1994,NG,BFG,Y,Y,DFO,NG,BLQ,,,,N,, , , , ,,,,,,
9393,International Paper Co-Riverdl,54096,International Paper Riverdale Mill,AL,Dallas,GEN4,SB,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,38.2,38.2,38.2,11,1994,NG,DFO,Y,Y,NG,DFO,,,,,N,, , , , ,,,,,,
61963,Graphic Packaging International - Texarkana,54097,International Paper Texarkana Mill,TX,Cass,GEN1,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,25,25,25,1,1972,BLQ,NG,Y,Y,NG,BLQ,,,,,N,, , , , ,,,,,,
61963,Graphic Packaging International - Texarkana,54097,International Paper Texarkana Mill,TX,Cass,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,40,40,40,1,1977,BLQ,OBS,Y,Y,NG,BLQ,WDS,,,,N,, , , , ,,,,,,
54738,Thilmany LLC,54098,Kaukauna Paper Mill,WI,Outagamie,GEN1,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,6,6,6,1,1951,BLQ,NG,Y,Y,NG,RFO,WDS,BLQ,,,Y,Y,2,2,1,1,1H,1H,Y,,Y,
54738,Thilmany LLC,54098,Kaukauna Paper Mill,WI,Outagamie,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,11,11,11,1,1977,BLQ,NG,Y,Y,NG,BLQ,WDS,RFO,,,Y,Y,8,8,5,5,1H,1H,Y,,Y,
54738,Thilmany LLC,54098,Kaukauna Paper Mill,WI,Outagamie,GEN3,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,15.6,15.6,15.6,1,1962,BLQ,NG,Y,Y,RFO,NG,WDS,BLQ,,,Y,Y,15,15,9,9,1H,1H,Y,,Y,
54738,Thilmany LLC,54098,Kaukauna Paper Mill,WI,Outagamie,GEN4,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,12,12,12,1,1967,NG,BLQ,Y,Y,NG,RFO,,,,,Y,Y,2,2,12,12,6H,6H,N,,,
7172,Georgia-Pacific Cedar Springs LLC,54101,Georgia-Pacific Cedar Springs,GA,Early,GEN1,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,50,45,50,10,1963,BLQ,WDS,Y,Y,BLQ,RFO,WDS,DFO,BIT,NG,N,, , , , ,,,,,,
7172,Georgia-Pacific Cedar Springs LLC,54101,Georgia-Pacific Cedar Springs,GA,Early,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,51.2,45,50,8,1965,BLQ,WDS,Y,Y,BLQ,RFO,WDS,DFO,BIT,NG,N,, , , , ,,,,,,
5262,Domtar Industries Inc,54104,Ashdown,AR,Little River,GEN1,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,19.5,17,17,1,1968,BLQ,NG,Y,Y,WDS,NG,RFO,TDF,BIT,BLQ,Y,Y,15,15,10,10,UNK,UNK,Y,Y,Y,
5262,Domtar Industries Inc,54104,Ashdown,AR,Little River,GEN2,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,47,40,40,10,1979,BLQ,NG,Y,Y,WDS,BIT,NG,TDF,RFO,BLQ,Y,Y,15,15,10,10,UNK,UNK,Y,Y,Y,
5262,Domtar Industries Inc,54104,Ashdown,AR,Little River,GEN3,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,45,33,33,4,1991,BLQ,NG,Y,Y,BLQ,WDS,NG,TDF,RFO,BIT,Y,Y,15,15,10,10,UNK,UNK,Y,Y,Y,
5262,Domtar Industries Inc,54104,Ashdown,AR,Little River,GEN4,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,45,38,38,4,1991,BLQ,NG,Y,Y,BLQ,WDS,NG,TDF,BIT,RFO,Y,Y,15,15,10,10,UNK,UNK,Y,Y,Y,
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,Queens,GEN1,OP,Natural Gas Fired Combined Cycle,CT,IPP CHP,3,47.1,49,51.1,12,1994,NG,DFO,Y,N,,,,,,,Y,Y,48.99,51.12,48.99,51.12,1H,1H,N,,,
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,Queens,GEN2,OP,Natural Gas Fired Combined Cycle,CT,IPP CHP,3,47.1,51.7,50,12,1994,NG,DFO,Y,N,,,,,,,Y,Y,51.65,49.96,51.65,49.96,1H,1H,N,,,
10349,KIAC Partners,54114,Kennedy International Airport Cogen,NY,Queens,GEN3,OP,Natural Gas Fired Combined Cycle,CA,IPP CHP,3,27,26,24.9,1,1995,NG,DFO,Y,N,,,,,,,Y,Y,26.02,24.88,26.02,24.88,1H,1H,N,,,
50136,North American Energy Services,54131,Fortistar North Tonawanda,NY,Niagara,GEN1,OP,Natural Gas Fired Combined Cycle,CT,IPP CHP,3,48.7,37.4,44.7,7,1993,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,37.3,44.7,36.8,40.9,1H,1H,Y,Y,Y,
13587,Nissequoque Cogen Partners,54149,Stony Brook Cogen Plant,NY,Suffolk,GEN1,OP,Natural Gas Fired Combustion Turbine,GT,IPP CHP,3,47,44.5,47.1,4,1995,NG,DFO,Y,N,,,,,,,Y,Y,42,44,42,44,1H,1H,Y,Y,Y,
9434,Iowa State University,54201,Iowa State University,IA,Story,GEN3,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,13.2,13.3,13.3,9,1978,NG,BIT,Y,Y,NG,DFO,,,,,Y,Y,13.28,13.28,13.28,13.28,6H,6H,Y,Y,Y,
9434,Iowa State University,54201,Iowa State University,IA,Story,GEN5,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,11.5,11.5,11.5,3,1970,NG,BIT,Y,Y,NG,DFO,,,,,Y,Y,11.5,11.5,11.5,11.5,6H,6H,Y,Y,Y,
9434,Iowa State University,54201,Iowa State University,IA,Story,GEN6,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,15.1,15.1,15.1,5,2005,NG,BIT,Y,Y,NG,DFO,,,,,Y,Y,15.1,15.1,15.1,15.1,6H,6H,Y,Y,Y,
56616,Clevelandcliffs Warren,54207,Clevelandcliffs Warren,OH,Trumbull,GEN1,OP,Other Gases,ST,Industrial CHP,7,3,2.8,2.8,10,1934,OG,NG,Y,Y,NG,OG,,,,,N,N, , , , ,,,,,,
56616,Clevelandcliffs Warren,54207,Clevelandcliffs Warren,OH,Trumbull,GEN3,OP,Other Gases,ST,Industrial CHP,7,10,9.3,9.4,12,1981,OG,NG,Y,Y,NG,OG,,,,,N,N, , , , ,,,,,,
6738,Franklin Heating Station,54224,Franklin Heating Station,MN,Olmsted,GEN1,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,2.5,2,2,1,1951,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,2,2,2,2,1H,1H,Y,,Y,
6738,Franklin Heating Station,54224,Franklin Heating Station,MN,Olmsted,GEN2,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,2.5,2,2,1,1951,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,2,2,2,2,1H,1H,Y,,Y,
6738,Franklin Heating Station,54224,Franklin Heating Station,MN,Olmsted,GEN3,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,6.3,6.1,6.1,1,1968,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6.1,6.1,6.1,6.1,1H,1H,Y,,Y,
7209,The Gillette Company,54225,Gillette SBMC,MA,Suffolk,CTG3,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,7.2,7.2,7.2,7,2011,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,7.2,7.2,6.2,7.2,1H,1H,Y,,Y,
5989,Erving Paper Mills Inc,54228,Erving Paper Mills,MA,Franklin,2,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,0.6,0.6,0.6,12,2013,NG,OTH,Y,N,,,,,,,Y,Y,0.6,0.6,0.6,0.6,1H,1H,Y,Y,,
5989,Erving Paper Mills Inc,54228,Erving Paper Mills,MA,Franklin,3,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,5.6,5.5,6,11,2015,NG,DFO,Y,N,,,,,,,Y,Y,5.5,6,5.5,6,1H,1H,N,,,
14928,Pfizer Inc,54236,Pfizer Groton Plant,CT,New London,GT-1,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,10,9.5,10.5,9,2009,NG,DFO,Y,N,,,,,,,Y,Y,9.5,10.5,9.5,10.5,1H,1H,Y,,Y,
