Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Energy Source 1,Energy Source 2,Multiple Fuels?,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
195,Alabama Power Co,10,Greene County,AL,Greene,GT10,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80,85,101,5,1996,NG,DFO,Y,N,,,,,,,Y,Y,80,101,80,101,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80,84,100,5,1996,NG,DFO,Y,N,,,,,,,Y,Y,80,100,80,100,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80,82,98,5,1995,NG,DFO,Y,N,,,,,,,Y,Y,80,98,80,98,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80,81,97,5,1995,NG,DFO,Y,N,,,,,,,Y,Y,80,97,80,97,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80,82,98,5,1995,NG,DFO,Y,N,,,,,,,Y,Y,80,98,80,98,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80,81,97,5,1995,NG,DFO,Y,N,,,,,,,Y,Y,80,97,80,97,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT7,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80,80,96,5,1995,NG,DFO,Y,N,,,,,,,Y,Y,80,96,80,96,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT8,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80,83,99,5,1996,NG,DFO,Y,N,,,,,,,Y,Y,80,99,80,99,1H,1H,Y,,,Y
195,Alabama Power Co,10,Greene County,AL,Greene,GT9,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80,82,98,5,1996,NG,DFO,Y,N,,,,,,,Y,Y,80,98,80,98,1H,1H,Y,,,Y
29305,City of Madelia - (MN),30,Madelia,MN,Watonwan,1,OP,Petroleum Liquids,IC,Electric Utility,1,3.1,3.1,3.1,5,2001,DFO,NG,Y,N,,,,,,,Y,Y,3.1,3.1,3.1,3.1,1H,1H,Y,Y,Y,
29305,City of Madelia - (MN),30,Madelia,MN,Watonwan,2,OP,Petroleum Liquids,IC,Electric Utility,1,2,1.8,2,6,1965,DFO,NG,Y,N,,,,,,,Y,Y,1.8,2,1.8,2,1H,1H,Y,Y,Y,
29305,City of Madelia - (MN),30,Madelia,MN,Watonwan,3,OP,Petroleum Liquids,IC,Electric Utility,1,1.1,0.9,1,1,1959,DFO,NG,Y,N,,,,,,,Y,Y,0.9,0.9,0.9,0.9,1H,1H,Y,Y,Y,
29305,City of Madelia - (MN),30,Madelia,MN,Watonwan,4,OP,Petroleum Liquids,IC,Electric Utility,1,4.3,3.7,4,6,1973,DFO,NG,Y,N,,,,,,,Y,Y,3.7,3.7,4,4,1H,1H,Y,Y,Y,
29305,City of Madelia - (MN),30,Madelia,MN,Watonwan,5,OP,Petroleum Liquids,IC,Electric Utility,1,1.3,1.1,1.2,3,1954,DFO,NG,Y,N,,,,,,,Y,Y,1.1,1.1,1.2,1.2,1H,1H,Y,Y,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,9,1972,NG,DFO,Y,N,,,,,,,Y,Y,45.4,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,9,1972,NG,DFO,Y,N,,,,,,,Y,Y,45.4,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,9,1972,NG,DFO,Y,N,,,,,,,Y,Y,45.4,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,9,1972,NG,DFO,Y,N,,,,,,,Y,Y,45.4,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,9,1972,NG,DFO,Y,N,,,,,,,Y,Y,45.4,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,9,1972,NG,DFO,Y,N,,,,,,,Y,Y,45.4,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT7,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,9,1972,NG,DFO,Y,N,,,,,,,Y,Y,45.4,60.8,47.5,59.1,1H,1H,Y,,Y,
18642,Tennessee Valley Authority,47,Colbert,AL,Colbert,GT8,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,59.5,45.4,60.8,9,1972,NG,DFO,Y,N,,,,,,,Y,Y,45.4,60.8,47.5,59.1,1H,1H,Y,,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,149,104,142,3,1999,NG,DFO,Y,N,,,,,,,Y,Y,104,142,104,142,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,149,104,142,1,1999,NG,DFO,Y,N,,,,,,,Y,Y,104,142,104,142,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,149,104,142,4,1999,NG,DFO,Y,N,,,,,,,Y,Y,104,142,104,142,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108,74,93,11,2001,NG,DFO,Y,N,,,,,,,Y,Y,73,93,73,93,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,108,74,88,11,2001,NG,DFO,Y,N,,,,,,,Y,Y,73,88,73,88,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,98,74,88,1,2005,NG,DFO,Y,N,,,,,,,Y,Y,73,88,73,88,1H,1H,Y,Y,Y,
5580,"East Kentucky Power Coop, Inc",54,J K Smith,KY,Clark,GT7,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,98,74,88,1,2005,NG,DFO,Y,N,,,,,,,Y,Y,73,88,73,88,1H,1H,Y,Y,Y,
3522,Chugach Electric Assn Inc,75,Hank Nikkels Plant 1,AK,Anchorage,4,OS,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,27,31.1,33.2,3,1972,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,31,33.2,31,33.2,1H,1H,Y,Y,,
15500,Puget Sound Energy Inc,99,Frederickson,WA,Pierce,1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,88.9,67,81.1,11,1981,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,67,81.1,67,81.1,1H,1H,Y,Y,,
15500,Puget Sound Energy Inc,99,Frederickson,WA,Pierce,2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,88.9,67,81.1,11,1981,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,67,81.1,67,81.1,1H,1H,Y,Y,,
803,Arizona Public Service Co,120,Yucca,AZ,Yuma,GT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,19.6,18,22,7,1971,NG,DFO,Y,N,,,,,,,Y,N,18,19,18,19,UNK,1H,N,,,
803,Arizona Public Service Co,120,Yucca,AZ,Yuma,GT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,19.6,18,22,7,1971,NG,DFO,Y,N,,,,,,,Y,N,18,19,18,19,UNK,1H,N,,,
803,Arizona Public Service Co,120,Yucca,AZ,Yuma,ST1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,86.7,75,75,4,1959,NG,RFO,Y,N,,,,,,,Y,N,75,75,75,75,UNK,UNK,Y,Y,,
24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,AZ,Pima,4,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,173.3,156,156,7,1967,NG,LFG,Y,Y,NG,LFG,,,,,N,, , , , ,,,,,,
24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,AZ,Pima,GT1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,27,24,26.8,12,1972,NG,DFO,Y,N,,,,,,,Y,Y,24,26.8,24,26.8,1H,1H,N,,,
24211,Tucson Electric Power Co,126,H Wilson Sundt Generating Station,AZ,Pima,GT2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,27,24,26.8,12,1972,NG,DFO,Y,N,,,,,,,Y,Y,24,26.8,24,26.8,1H,1H,N,,,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,113.6,113,113,1,1958,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,113,114,113,114,6H,6H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF2,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,113.6,113,113,4,1957,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,113,114,113,114,6H,6H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF3,OP,Petroleum Liquids,ST,Electric Utility,1,163.2,181,184,4,1961,DFO,,Y,Y,NG,DFO,,,,,Y,Y,181,184,181,184,6H,6H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,80.5,73,87,5,1975,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,73,87,73,87,1H,1H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,71.2,73,82,7,1974,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,73,82,73,82,1H,1H,Y,,Y,
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,AF6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,71.2,73,82,7,1974,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,73,82,73,82,1H,1H,Y,,Y,
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY1,OS,Natural Gas Steam Turbine,ST,Electric Utility,1,34.5,34,34,7,1952,NG,DFO,Y,N,,,,,,,Y,Y,34,34,34,34,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY2,OS,Natural Gas Steam Turbine,ST,Electric Utility,1,73.5,72,72,6,1954,NG,DFO,Y,N,,,,,,,Y,Y,72,72,72,72,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,53.1,59,62.5,12,1971,NG,DFO,Y,N,,,,,,,Y,Y,59,62.5,59,62.5,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.3,53,62,7,1973,NG,DFO,Y,N,,,,,,,Y,Y,53,62,53,62.5,1H,1H,Y,Y,Y,Y
16572,Salt River Project,147,Kyrene,AZ,Maricopa,KY6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.3,53,62,6,1973,NG,DFO,Y,N,,,,,,,Y,Y,53,62,53,62,1H,1H,Y,Y,Y,Y
12745,Modesto Irrigation District,151,McClure,CA,Stanislaus,1,OP,Petroleum Liquids,GT,Electric Utility,1,71.2,53.5,53.5,7,1980,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,53.5,53.5,53.5,53.5,1H,1H,Y,Y,Y,Y
12745,Modesto Irrigation District,151,McClure,CA,Stanislaus,2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,71.2,53.5,53.5,7,1981,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,53.5,53.5,53.5,53.5,1H,1H,Y,Y,Y,Y
796,Arizona Electric Pwr Coop Inc,160,Apache Station,AZ,Cochise,ST3,OP,Conventional Steam Coal,ST,Electric Utility,1,204,175,175,9,1979,SUB,NG,Y,Y,SUB,BIT,NG,,,,N,, , , , ,,,,,,
807,Arkansas Electric Coop Corp,201,Thomas Fitzhugh,AR,Franklin,1,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,59,61,62,5,1963,NG,DFO,Y,N,,,,,,,Y,Y,61,61,41,62,1H,1H,Y,Y,,
807,Arkansas Electric Coop Corp,201,Thomas Fitzhugh,AR,Franklin,2,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,126,101,110,12,2002,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,101,101,101,110,1H,1H,Y,Y,,
807,Arkansas Electric Coop Corp,202,Carl Bailey,AR,Woodruff,1,OS,Natural Gas Steam Turbine,ST,Electric Utility,1,120,122,122,7,1966,NG,RFO,Y,Y,NG,RFO,,,,,Y,Y,122,122,110,110,1H,1H,Y,Y,,
807,Arkansas Electric Coop Corp,203,McClellan (AR),AR,Ouachita,1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,136,134,134,5,1972,NG,DFO,Y,Y,NG,RFO,,,,,Y,Y,134,134,134,134,1H,1H,Y,Y,,
14328,Pacific Gas & Electric Co.,246,Humboldt Bay,CA,Humboldt,IC1,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,9,2010,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co.,246,Humboldt Bay,CA,Humboldt,IC10,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,9,2010,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co.,246,Humboldt Bay,CA,Humboldt,IC2,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,9,2010,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co.,246,Humboldt Bay,CA,Humboldt,IC3,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,3,2011,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co.,246,Humboldt Bay,CA,Humboldt,IC4,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,9,2010,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co.,246,Humboldt Bay,CA,Humboldt,IC5,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,9,2010,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co.,246,Humboldt Bay,CA,Humboldt,IC6,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,9,2010,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co.,246,Humboldt Bay,CA,Humboldt,IC7,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,9,2010,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co.,246,Humboldt Bay,CA,Humboldt,IC8,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.3,16.3,9,2010,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
14328,Pacific Gas & Electric Co.,246,Humboldt Bay,CA,Humboldt,IC9,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,16.7,16.7,16.7,9,2010,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16.3,16.3,16.3,16.3,1H,1H,Y,Y,Y,
54888,NRG Texas Power LLC,298,Limestone,TX,Limestone,1,OP,Conventional Steam Coal,ST,IPP Non-CHP,2,893,824,824,12,1985,SUB,NG,Y,Y,LIG,SUB,NG,PC,,,N,, , , , ,,,,,,
54888,NRG Texas Power LLC,298,Limestone,TX,Limestone,2,OP,Conventional Steam Coal,ST,IPP Non-CHP,2,956.8,836,836,12,1986,SUB,NG,Y,Y,LIG,SUB,NG,PC,,,N,, , , , ,,,,,,
9216,Imperial Irrigation District,389,El Centro Hybrid,CA,Imperial,2A,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,89.9,73,73,6,1993,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,71,73,71,73,1H,1H,Y,,Y,
9216,Imperial Irrigation District,389,El Centro Hybrid,CA,Imperial,4,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,81.6,67.6,72,8,1968,NG,RFO,Y,Y,NG,RFO,,,,,Y,Y,70,72,70,72,6H,6H,Y,,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,10A,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,85.3,73,73,1,1995,NG,DFO,Y,Y,NG,OBG,,,,,Y,Y,72,73,72,73,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,10B,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,85.3,73,73,1,1995,NG,DFO,Y,Y,NG,OBG,,,,,Y,Y,72,73,72,73,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,5,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,75,56,60,1,1995,NG,DFO,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,GT10,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,44,44,1,2002,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,47.4,47.4,47.4,47.4,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,GT11,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,44,44,1,2002,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,47.4,47.4,47.4,47.4,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,GT12,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,44,44,1,2002,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,47.4,47.4,47.4,47.4,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,GT13,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,44,44,1,2002,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,47.4,47.4,47.4,47.4,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,399,Harbor,CA,Los Angeles,GT14,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,44,44,1,2002,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,47.4,47.4,47.4,47.4,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,10,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,162.5,162.5,1,2005,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,162.5,155,162.5,155,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,8,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,264.3,235,250,1,2005,NG,DFO,Y,Y,NG,DFO,,,,,N,, , , , ,,,,,,
11208,Los Angeles Department of Water & Power,400,Haynes,CA,Los Angeles,9,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,162.5,162.5,1,2005,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,162.5,155,162.5,155,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,60.5,44,44,8,2001,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,42,43,42,43,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,6,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,155,155,9,2003,NG,DFO,Y,Y,NG,OBG,,,,,Y,Y,154,155,152,155,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,7,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,182.8,155,155,9,2003,NG,DFO,Y,Y,NG,OBG,,,,,Y,Y,154,155,152,155,1H,1H,Y,Y,Y,
11208,Los Angeles Department of Water & Power,408,Valley (CA),CA,Los Angeles,8,OP,Natural Gas Fired Combined Cycle,CA,Electric Utility,1,264.4,209,209,11,2003,NG,DFO,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
15466,Public Service Co of Colorado,464,Alamosa,CO,Alamosa,CT1,OP,Petroleum Liquids,GT,Electric Utility,1,26.6,13,17,6,1973,DFO,NG,Y,Y,NG,DFO,,,,,Y,Y,13,17,11.5,11.5,1H,1H,Y,Y,Y,
15466,Public Service Co of Colorado,464,Alamosa,CO,Alamosa,CT2,OP,Petroleum Liquids,GT,Electric Utility,1,26.6,14,18,6,1977,DFO,NG,Y,Y,NG,DFO,,,,,Y,Y,14,18,13.5,13.5,1H,1H,Y,Y,Y,
15466,Public Service Co of Colorado,471,Fruita,CO,Mesa,1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,26.6,14,18,6,1973,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,14,18,13.5,13.5,1H,1H,Y,Y,Y,
3989,City of Colorado Springs - (CO),492,South Plant,CO,El Paso,A1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,40.9,25,25,6,2023,NG,DFO,Y,N,,,,,,,Y,Y,25,25,23.5,23.5,1H,1H,Y,Y,Y,
3989,City of Colorado Springs - (CO),492,South Plant,CO,El Paso,A2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,40.9,25,25,6,2023,NG,DFO,Y,N,,,,,,,Y,Y,25,25,23.5,23.5,1H,1H,Y,Y,Y,
3989,City of Colorado Springs - (CO),492,South Plant,CO,El Paso,A3,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,40.9,25,25,6,2023,NG,DFO,Y,N,,,,,,,Y,Y,25,25,23.5,23.5,1H,1H,Y,Y,Y,
3989,City of Colorado Springs - (CO),492,South Plant,CO,El Paso,A4,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,40.9,25,25,6,2023,NG,DFO,Y,N,,,,,,,Y,Y,25,25,23.5,23.5,1H,1H,Y,Y,Y,
3989,City of Colorado Springs - (CO),492,South Plant,CO,El Paso,A5,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,40.9,25,25,6,2023,NG,DFO,Y,N,,,,,,,Y,Y,25,25,23.5,23.5,1H,1H,Y,Y,Y,
3989,City of Colorado Springs - (CO),492,South Plant,CO,El Paso,A6,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,40.6,25,25,6,2023,NG,DFO,Y,N,,,,,,,Y,Y,25,25,23.5,23.5,1H,1H,Y,Y,Y,
3989,City of Colorado Springs - (CO),493,George Birdsall,CO,El Paso,1,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,17.3,16,16,8,1953,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16,16,14,14,6H,1H,Y,Y,,
3989,City of Colorado Springs - (CO),493,George Birdsall,CO,El Paso,2,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,18.8,16,16,3,1954,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,16,16,14,14,6H,1H,Y,Y,,
3989,City of Colorado Springs - (CO),493,George Birdsall,CO,El Paso,3,OP,Natural Gas Steam Turbine,ST,Electric Utility,1,25,23,23,3,1957,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,23,23,21,21,6H,1H,Y,Y,,
189,PowerSouth Energy Cooperative,533,McWilliams,AL,Covington,4,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,107,109,116,12,1996,NG,DFO,Y,N,,,,,,,Y,Y,109,109,109,109,1H,1H,N,,,
22350,Devon Power LLC,544,Devon Station,CT,New Haven,11,OP,Petroleum Liquids,GT,IPP Non-CHP,2,51,29.2,38.8,7,1996,KER,NG,Y,N,,,,,,,Y,Y,29.2,38.8,29.2,38.8,1H,1H,N,,,
22350,Devon Power LLC,544,Devon Station,CT,New Haven,12,OP,Petroleum Liquids,GT,IPP Non-CHP,2,51,29.2,38.4,7,1996,KER,NG,Y,N,,,,,,,Y,Y,29.2,38.4,29.2,38.4,1H,1H,N,,,
22350,Devon Power LLC,544,Devon Station,CT,New Haven,13,OP,Petroleum Liquids,GT,IPP Non-CHP,2,51,29.9,38.9,7,1996,KER,NG,Y,N,,,,,,,Y,Y,29.9,38.9,29.9,38.9,1H,1H,N,,,
22350,Devon Power LLC,544,Devon Station,CT,New Haven,14,OP,Petroleum Liquids,GT,IPP Non-CHP,2,51,29.7,40.3,7,1996,KER,NG,Y,N,,,,,,,Y,Y,29.7,40.3,29.7,40.3,1H,1H,N,,,
