Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
14925,Phelps Dodge Refining Corp,54628,Phelps Dodge Refining,TX,El Paso,3003,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,4.2,0.8,3.2,3.8,3.2,N, , ,OP,X,6,1992, , ,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,N
30052,Indorama Ventures,54637,JCO Oxides Olefins Plant,TX,Jefferson,GCG1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,36.9,0.85,30.5,35.5,10,N, , ,OP,X,9,1992, , ,Y,Industrial CHP,7,T,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
30052,Indorama Ventures,54637,JCO Oxides Olefins Plant,TX,Jefferson,GCG2,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,36.9,0.85,30.5,35.5,10,N, , ,OP,X,9,1992, , ,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
5374,Dow Chemical Company-Oyster Creek VIII,54676,Oyster Creek Unit VIII,TX,Brazoria,G81,Natural Gas Fired Combined Cycle,CT,CC1,J,X,N,,,99.0,1,73,90,70,N, , ,OP,X,10,1994, , ,Y,IPP CHP,3,T,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
5374,Dow Chemical Company-Oyster Creek VIII,54676,Oyster Creek Unit VIII,TX,Brazoria,G82,Natural Gas Fired Combined Cycle,CT,CC1,J,X,N,,,99.0,1,73,90,70,N, , ,OP,X,10,1994, , ,Y,IPP CHP,3,T,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
5374,Dow Chemical Company-Oyster Creek VIII,54676,Oyster Creek Unit VIII,TX,Brazoria,G83,Natural Gas Fired Combined Cycle,CT,CC1,J,X,N,,,99.0,1,73,90,70,N, , ,OP,X,10,1994, , ,Y,IPP CHP,3,T,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
5374,Dow Chemical Company-Oyster Creek VIII,54676,Oyster Creek Unit VIII,TX,Brazoria,G84,Natural Gas Fired Combined Cycle,CA,CC1,J,Y,X,,,200.9,1,160,160,50,N, , ,OP,X,10,1994, , ,Y,IPP CHP,3,T,NG,OG,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,N
66083,Johnson County Power LLC,54817,Johnson County,TX,Johnson,ST-1,Natural Gas Fired Combined Cycle,CA,CC01,S,Y,X,TEN_CT1_STG,TEN_CT1_STG,104.4,0.9,104,104,100,N, , ,OP,X,11,1996, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,TX,Harris,CTG1,Natural Gas Fired Combined Cycle,CT,P1,W,X,N,,,175.0,1,167,175,65,N, , ,OP,X,6,1998, , ,Y,IPP CHP,3,T,NG,,,,,,,,,,N,N, ,12H,,N,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,TX,Harris,CTG2,Natural Gas Fired Combined Cycle,CT,P2,W,X,N,,,185.0,1,171,180,80,N, , ,OP,X,6,2000, , ,Y,IPP CHP,3,T,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,TX,Harris,CTG3,Natural Gas Fired Combined Cycle,CT,P2,W,X,N,,,185.0,1,171,180,80,N, , ,OP,X,6,2000, , ,Y,IPP CHP,3,T,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,TX,Harris,STG1,Natural Gas Fired Combined Cycle,CA,P1,W,N,X,,,85.0,1,71,72,60,N, , ,OP,X,6,1998, , ,Y,IPP CHP,3,T,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
11059,Pasadena Cogeneration LP,55047,Pasadena Cogeneration,TX,Harris,STG2,Natural Gas Fired Combined Cycle,CA,P2,W,N,X,,,185.0,1,166,169,80,N, , ,OP,X,6,2000, , ,Y,IPP CHP,3,T,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
50114,"WTG Jameson, L.P.",55052,Jameson Gas Processing Plant,TX,Coke,620,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.4,0.8,0.4,0.4,0.3,N, , ,OP,X,1,1981, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
50114,"WTG Jameson, L.P.",55052,Jameson Gas Processing Plant,TX,Coke,621,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.4,0.8,0.4,0.4,0.3,N, , ,OP,X,1,1981, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
50114,"WTG Jameson, L.P.",55052,Jameson Gas Processing Plant,TX,Coke,622,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.5,0.8,0.5,0.5,0.3,N, , ,OP,X,1,1986, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
50114,"WTG Jameson, L.P.",55052,Jameson Gas Processing Plant,TX,Coke,GN410,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.5,0.8,0.5,0.5,0.3,N, , ,OP,X,6,2017, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,14,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,4,2013, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,15,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,4,2013, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,16,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,4,2013, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,17,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,4,2013, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,2723,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,12,2009, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,654,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,7,2000, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,655,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,2,2001, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,656,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,2,2001, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,657,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,4,2001, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,658,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,2,2001, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,666,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,9,2001, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,667,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,9,2001, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59366,"EnLink Midstream Services, LLC",55053,Bridgeport Gas Processing Plant,TX,Wise,671,Natural Gas Internal Combustion Engine,IC,,S,X,X,,,0.8,0.8,0.8,0.8,0.1,N, , ,OP,X,9,2002, , ,N,Industrial Non-CHP,6,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
18611,Tenaska Frontier Partners Ltd,55062,Tenaska Frontier Generation Station,TX,Grimes,GTG1,Natural Gas Fired Combined Cycle,CT,STG1,J,X,N,FTR_CC1 (ERCOT),FTRCC1,183.2,0.9,155,177,90,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
18611,Tenaska Frontier Partners Ltd,55062,Tenaska Frontier Generation Station,TX,Grimes,GTG2,Natural Gas Fired Combined Cycle,CT,STG1,J,X,N,FTR_CC1 (ERCOT),FTRCC1,183.2,0.9,155,177,90,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
18611,Tenaska Frontier Partners Ltd,55062,Tenaska Frontier Generation Station,TX,Grimes,GTG3,Natural Gas Fired Combined Cycle,CT,STG1,J,X,N,FTR_CC1 (ERCOT),FRTCC1,183.2,0.9,155,177,90,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
18611,Tenaska Frontier Partners Ltd,55062,Tenaska Frontier Generation Station,TX,Grimes,STG1,Natural Gas Fired Combined Cycle,CA,STG1,J,Y,X,FTR_CC1 (ERCOT),FTRCC1,390.1,0.9,395,395,60,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
23913,Borger Energy Associates LP,55064,Black Hawk Station,TX,Hutchinson,UNT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,126.9,0.9,109.2,126.9,80,N, , ,OP,X,6,1999, , ,Y,IPP CHP,3,T,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,N
23913,Borger Energy Associates LP,55064,Black Hawk Station,TX,Hutchinson,UNT2B,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,117.0,0.998,109.1,117,80,N, , ,OP,X,11,2005, , ,Y,IPP CHP,3,T,NG,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,N
7349,"Golden Spread Electric Cooperative, Inc",55065,Mustang Station,TX,Yoakum,GEN1,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,174.2,0.9,155.2,165,90,N, , ,OP,X,6,1999, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
7349,"Golden Spread Electric Cooperative, Inc",55065,Mustang Station,TX,Yoakum,GEN2,Natural Gas Fired Combined Cycle,CT,CC1,S,X,Y,,,174.2,0.9,151.7,159.8,90,N, , ,OP,X,6,1999, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
7349,"Golden Spread Electric Cooperative, Inc",55065,Mustang Station,TX,Yoakum,GEN3,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,,,172.6,0.9,157.9,142.2,115,N, , ,OP,X,4,2000, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
7667,Gregory Power Partners LLC,55086,Gregory Power Plant,TX,San Patricio,GT1A,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,LGE_LGE_GT1,LGE_LGE_GT1,166.0,0.9,141,162,90,N, , ,OP,X,7,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
7667,Gregory Power Partners LLC,55086,Gregory Power Plant,TX,San Patricio,GT1B,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,LGE_LGE_GT2,LGE_LGE_GT2,166.0,0.9,140,162,90,N, , ,OP,X,7,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
7667,Gregory Power Partners LLC,55086,Gregory Power Plant,TX,San Patricio,STG,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,LGE_LGE_STG,LGE_LGE_STG,100.0,0.9,85,87,5,N, , ,OP,X,7,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
12501,Midlothian Energy LLC,55091,Midlothian Energy Facility,TX,Ellis,STK1,Natural Gas Fired Combined Cycle,CS,,S,N,N,MDANP_CT1_2,,289.0,0.85,255,260,150,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,,15,15,4,2024, , , , ,,, , , ,Y,3,2024,N,N,N
12501,Midlothian Energy LLC,55091,Midlothian Energy Facility,TX,Ellis,STK2,Natural Gas Fired Combined Cycle,CS,,S,N,N,MDANP_CT1_2,,289.0,0.85,270,285,150,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,N
12501,Midlothian Energy LLC,55091,Midlothian Energy Facility,TX,Ellis,STK3,Natural Gas Fired Combined Cycle,CS,,S,N,N,MDANP_CT3_4,,289.0,0.85,270,285,150,N, , ,OP,X,7,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,N
12501,Midlothian Energy LLC,55091,Midlothian Energy Facility,TX,Ellis,STK4,Natural Gas Fired Combined Cycle,CS,,S,N,N,MDANP_CT3_4,,289.0,0.85,270,285,150,N, , ,OP,X,9,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,N
12501,Midlothian Energy LLC,55091,Midlothian Energy Facility,TX,Ellis,STK5,Natural Gas Fired Combined Cycle,CS,,S,N,N,MDANP_CT5_6,,289.0,0.85,270,285,150,N, , ,OP,X,8,2001, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,N
12501,Midlothian Energy LLC,55091,Midlothian Energy Facility,TX,Ellis,STK6,Natural Gas Fired Combined Cycle,CS,,S,N,N,MDANP_CT5_6,,289.0,0.85,270,285,110,N, , ,OP,X,9,2001, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,N,N
60477,LaFrontera Holdings LLC,55097,Lamar Power Project,TX,Lamar,CTG1,Natural Gas Fired Combined Cycle,CT,BLK1,S,X,N,LPCCS_UNIT1,,176.0,0.85,153,186,90,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
60477,LaFrontera Holdings LLC,55097,Lamar Power Project,TX,Lamar,CTG2,Natural Gas Fired Combined Cycle,CT,BLK1,S,X,N,LPCCS_UNIT1,,176.0,0.85,145,178,90,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
60477,LaFrontera Holdings LLC,55097,Lamar Power Project,TX,Lamar,CTG3,Natural Gas Fired Combined Cycle,CT,BLK2,S,X,N,LPCCS_UNIT2,,176.0,0.85,145,178,90,N, , ,OP,X,12,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
60477,LaFrontera Holdings LLC,55097,Lamar Power Project,TX,Lamar,CTG4,Natural Gas Fired Combined Cycle,CT,BLK2,S,X,N,LPCCS_UNIT2,,176.0,0.85,153,186,90,N, , ,OP,X,12,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
60477,LaFrontera Holdings LLC,55097,Lamar Power Project,TX,Lamar,STG1,Natural Gas Fired Combined Cycle,CA,BLK1,S,Y,X,LPCCS_UNIT1,,204.3,0.85,204,204,65,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
60477,LaFrontera Holdings LLC,55097,Lamar Power Project,TX,Lamar,STG2,Natural Gas Fired Combined Cycle,CA,BLK2,S,Y,X,LPCCS_UNIT2,,204.3,0.85,204,204,65,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
6519,Frontera Generation Limited Partnership,55098,Frontera Energy Center,TX,Hidalgo,GEN1,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,FRONT_EC,FRONT_EC,172.0,0.95,177,185,70,N, , ,OP,X,6,1999, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
6519,Frontera Generation Limited Partnership,55098,Frontera Energy Center,TX,Hidalgo,GEN2,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,FRONT_EC,FRONT_EC,172.0,0.95,177,185,70,N, , ,OP,X,7,1999, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
6519,Frontera Generation Limited Partnership,55098,Frontera Energy Center,TX,Hidalgo,GEN3,Natural Gas Fired Combined Cycle,CA,CC1,S,N,X,FRONT_EC,FRONT_EC,185.0,0.95,181,189,100,N, , ,OP,X,5,2000, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
1357,BASF Corp,55122,NAFTA Region Olefins Complex Cogen Fac,TX,Jefferson,UN1,Natural Gas Fired Combustion Turbine,GT,,J,X,X,,,41.6,1,35,40,27,N, , ,OP,X,7,2001, , ,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,N, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
1357,BASF Corp,55122,NAFTA Region Olefins Complex Cogen Fac,TX,Jefferson,UN2,Natural Gas Fired Combustion Turbine,GT,,J,X,X,,,41.6,1,35,40,27,N, , ,OP,X,7,2001, , ,Y,Industrial CHP,7,T,NG,,,,,,,,,,N,N, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
2877,Calpine Corp-Magic Valley,55123,Magic Valley Generating Station,TX,Hidalgo,CTG1,Natural Gas Fired Combined Cycle,CT,STG,S,X,N,,,267.0,0.85,215,227,135,N, , ,OP,X,2,2002, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
2877,Calpine Corp-Magic Valley,55123,Magic Valley Generating Station,TX,Hidalgo,CTG2,Natural Gas Fired Combined Cycle,CT,STG,S,X,N,,,267.0,0.85,215,227,135,N, , ,OP,X,2,2002, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
2877,Calpine Corp-Magic Valley,55123,Magic Valley Generating Station,TX,Hidalgo,STG,Natural Gas Fired Combined Cycle,CA,STG,S,Y,X,,,267.0,0.85,237,243,170,N, , ,OP,X,2,2002, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
18518,Tenaska Gateway Partners Ltd,55132,Tenaska Gateway Generating Station,TX,Rusk,STG1,Natural Gas Fired Combined Cycle,CA,STG1,J,Y,X,TGCCS_CC1,,390.0,0.9,405,405,190,N, , ,OP,X,7,2001, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
16604,City of San Antonio - (TX),55137,Rio Nogales Power Project,TX,Guadalupe,CTG1,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,RIONOG_CT1,RIONOG_CT1,189.0,0.85,165.5,203,100,Y,7,2023,OP,X,5,2002, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
16604,City of San Antonio - (TX),55137,Rio Nogales Power Project,TX,Guadalupe,CTG2,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,RIONOG_CT2,RIONOG _CT2,189.0,0.85,158,193,100,N, , ,OP,X,5,2002, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,,3,3,4,2025, , , , ,,, , , ,, , ,N,N,N
16604,City of San Antonio - (TX),55137,Rio Nogales Power Project,TX,Guadalupe,CTG3,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,RIONOG_CT3,RIONOG_CT3,189.0,0.85,158,193,100,N, , ,OP,X,5,2002, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,,3,3,4,2024, , , , ,,, , , ,, , ,N,N,N
16604,City of San Antonio - (TX),55137,Rio Nogales Power Project,TX,Guadalupe,STG1,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,RIONOG_ST1,RIONOG_ST1,373.2,0.85,303,319,50,N, , ,OP,X,5,2002, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
313,"Wolf Hollow I Power, LLC",55139,Wolf Hollow I LP,TX,Hood,CTG1,Natural Gas Fired Combined Cycle,CT,BLK1,S,X,N,WHCCS_CC1,WHCCS_CC1,243.9,0.9,236,250.5,84,N, , ,OP,X,8,2003, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
313,"Wolf Hollow I Power, LLC",55139,Wolf Hollow I LP,TX,Hood,CTG2,Natural Gas Fired Combined Cycle,CT,BLK1,S,X,N,WHCCS_CC1,WHCCS_CC1,243.9,0.9,234.5,249,84,N, , ,OP,X,8,2003, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
313,"Wolf Hollow I Power, LLC",55139,Wolf Hollow I LP,TX,Hood,ST,Natural Gas Fired Combined Cycle,CA,BLK1,S,Y,X,WHCCS_CC1,WHCCS_CC1,300.6,0.9,280,293,84,N, , ,OP,X,8,2003, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N,0,12H,,,,,N,,, , , , , , , , ,,, , , ,, , ,N,N,N
1074,"Hays Energy, LLC",55144,Hays Energy Project,TX,Hays,U1,Natural Gas Fired Combined Cycle,CS,,S,N,N,HAYSEN_HAYSENG1,,241.7,0.85,228,257,150,Y,4,2023,OP,X,5,2002, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
