Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
5701,El Paso Electric Co,9,Copper,TX,El Paso,1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,86.9,0.9,63,65,3,N, , ,OP,X,7,1980,12,2030,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,N
7751,Guadalupe Blanco River Authority,791,Canyon,TX,Comal,1,Conventional Hydroelectric,HY,,S,X,X,,,3.0,0.9,3,3,1,N, , ,OA,X,1,1989, , ,N,Electric Utility,1,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
7751,Guadalupe Blanco River Authority,791,Canyon,TX,Comal,2,Conventional Hydroelectric,HY,,S,X,X,,,3.0,0.9,3,3,1,N, , ,OA,X,1,1989, , ,N,Electric Utility,1,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
6958,City of Garland - (TX),794,Lewisville,TX,Denton,1,Conventional Hydroelectric,HY,,S,X,X,,,2.8,0.9,2,2,0.5,N, , ,OP,X,1,1992, , ,N,Electric Utility,1,X,WAT,,,,,,,,,,,, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54683,Maverick Cty Water Control & Improvement,3437,Eagle Pass,TX,Maverick,1,Conventional Hydroelectric,HY,,S,X,X,,,3.2,1,2,2,0.1,N, , ,OP,X,8,1932, , ,N,IPP Non-CHP,2,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54683,Maverick Cty Water Control & Improvement,3437,Eagle Pass,TX,Maverick,2,Conventional Hydroelectric,HY,,S,X,X,,,3.2,1,2,2,0.1,N, , ,OP,X,8,1932, , ,N,IPP Non-CHP,2,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54683,Maverick Cty Water Control & Improvement,3437,Eagle Pass,TX,Maverick,3,Conventional Hydroelectric,HY,,S,X,X,,,3.2,1,2,2,0.1,N, , ,OP,X,8,1932, , ,N,IPP Non-CHP,2,X,WAT,,,,,,,,,,N,N,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
49979,"Talen Texas, LLC",3439,Laredo,TX,Webb,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,131.8,0.85,90.1,97.4,35,N, , ,OP,X,8,2008, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
49979,"Talen Texas, LLC",3439,Laredo,TX,Webb,5,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,131.8,0.85,87.3,94.4,35,N, , ,OP,X,9,2008, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
49979,"Talen Texas, LLC",3441,Nueces Bay,TX,Nueces,7,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,,,351.0,0.9,319,325,100,N, , ,OP,X,7,1972, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
49979,"Talen Texas, LLC",3441,Nueces Bay,TX,Nueces,8,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,,,189.6,0.9,157,165,60,N, , ,OP,X,3,2010, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
49979,"Talen Texas, LLC",3441,Nueces Bay,TX,Nueces,9,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,,,189.6,0.9,157,165,60,N, , ,OP,X,3,2010, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
60638,"Victoria WLE, LP",3443,Victoria,TX,Victoria,5,Natural Gas Fired Combined Cycle,CA,CC1,S,Y,X,VIC_VICTORG5,,180.0,0.85,112,112,55,N, , ,OP,X,3,1963, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
60638,"Victoria WLE, LP",3443,Victoria,TX,Victoria,7,Natural Gas Fired Combined Cycle,CT,CC1,S,X,N,VIC_VICTORG6,,196.9,0.9,176,176,115,N, , ,OP,X,5,2009, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
55983,Luminant Generation Company LLC,3452,Lake Hubbard,TX,Dallas,1,Natural Gas Steam Turbine,ST,,S,X,X,,,396.5,0.9,392,392,56,N, , ,OP,X,6,1970, , ,N,IPP Non-CHP,2,X,NG,DFO,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,N
55983,Luminant Generation Company LLC,3452,Lake Hubbard,TX,Dallas,2,Natural Gas Steam Turbine,ST,,S,X,X,,,531.0,0.9,523,523,40,N, , ,OP,X,11,1973, , ,N,IPP Non-CHP,2,X,NG,DFO,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,N
62026,"Mountain Creek Power, LLC",3453,Mountain Creek,TX,Dallas,6,Natural Gas Steam Turbine,ST,,S,X,X,MCSES_UNIT6,MCSES_UNIT6,135.7,0.85,122,122,15,N, , ,OP,X,2,1956, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
62026,"Mountain Creek Power, LLC",3453,Mountain Creek,TX,Dallas,7,Natural Gas Steam Turbine,ST,,S,X,X,MCSES_UNIT7,MCSES_UNIT7,136.0,0.85,118,118,15,N, , ,OP,X,3,1958, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
62026,"Mountain Creek Power, LLC",3453,Mountain Creek,TX,Dallas,8,Natural Gas Steam Turbine,ST,,S,X,X,MCSES_UNIT8,MCSES_UNIT8,580.5,0.9,568,568,200,N, , ,OP,X,7,1967, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,, ,OVER,,,,,,N,, , , , , , , , ,,, , , ,, , ,N,N,N
5701,El Paso Electric Co,3456,Newman,TX,El Paso,4,Natural Gas Fired Combined Cycle,CA,4CC,S,Y,X,,,120.0,0.9,86,90,24,N, , ,OP,X,8,1975,12,2031,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
5701,El Paso Electric Co,3456,Newman,TX,El Paso,5CA1,Natural Gas Fired Combined Cycle,CA,5CC,S,Y,X,,,134.0,0.85,115,112,51,N, , ,OP,X,2,2011, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
5701,El Paso Electric Co,3456,Newman,TX,El Paso,5CT1,Natural Gas Fired Combined Cycle,CT,5CC,S,X,Y,,,86.5,0.85,66,71,44,N, , ,OP,X,6,2009, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
5701,El Paso Electric Co,3456,Newman,TX,El Paso,5CT2,Natural Gas Fired Combined Cycle,CT,5CC,S,X,Y,,,86.5,0.85,66,71,44,N, , ,OP,X,6,2009, , ,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
5701,El Paso Electric Co,3456,Newman,TX,El Paso,6,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,227.8,0.85,227.8,227.8,125,N, , ,OP,X,12,2023, , ,N,Electric Utility,1,X,NG,DFO,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,N
5701,El Paso Electric Co,3456,Newman,TX,El Paso,CT1,Natural Gas Fired Combined Cycle,CT,4CC,S,X,N,,,85.0,0.9,67,71,29,N, , ,OP,X,8,1975,12,2031,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
5701,El Paso Electric Co,3456,Newman,TX,El Paso,CT2,Natural Gas Fired Combined Cycle,CT,4CC,S,X,N,,,85.0,0.9,67,71,29,N, , ,OP,X,8,1975,12,2031,N,Electric Utility,1,X,NG,,,,,,,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
55937,Entergy Texas Inc.,3457,Lewis Creek,TX,Montgomery,1,Natural Gas Steam Turbine,ST,,S,X,X,EES.L_CREEK1,,271.4,0.87,250,254.3,50,N, , ,OP,X,12,1970,6,2034,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
55937,Entergy Texas Inc.,3457,Lewis Creek,TX,Montgomery,2,Natural Gas Steam Turbine,ST,,S,X,X,EES.L_CREEK2,,271.4,0.87,249.7,252.1,50,N, , ,OP,X,5,1971,6,2034,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
55937,Entergy Texas Inc.,3459,Sabine,TX,Orange,1,Natural Gas Steam Turbine,ST,,S,X,X,EES.SABINE1,EES.SABINE1,239.4,0.85,201.1,202.2,50,N, , ,OP,X,1,1962,10,2026,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
55937,Entergy Texas Inc.,3459,Sabine,TX,Orange,3,Natural Gas Steam Turbine,ST,,S,X,X,EES.SABINE3,EES.SABINE3,473.4,0.87,374.9,380.2,55,N, , ,OP,X,12,1966,6,2026,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
55937,Entergy Texas Inc.,3459,Sabine,TX,Orange,4,Natural Gas Steam Turbine,ST,,S,X,X,EES.SABINE4,EES.SABINE4,591.6,0.87,490.8,496.7,185,N, , ,OP,X,8,1974,6,2026,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
55937,Entergy Texas Inc.,3459,Sabine,TX,Orange,5,Natural Gas Steam Turbine,ST,,S,X,X,EES.SABINE5,EES.SABINE5,507.4,0.87,441.3,445.7,55,N, , ,OP,X,12,1979, , ,N,Electric Utility,1,X,NG,,,,,,DFO,,,,N,, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
54888,NRG Texas Power LLC,3460,Cedar Bayou,TX,Chambers,1,Natural Gas Steam Turbine,ST,,S,X,X,CBY_CBY_G1,CBY_CBY_G1,765.0,0.9,745,745,65,N, , ,OP,X,12,1970, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3460,Cedar Bayou,TX,Chambers,2,Natural Gas Steam Turbine,ST,,S,X,X,CBY_CBY_G2,CBY_CBY_G2,765.0,0.9,749,749,65,N, , ,OP,X,3,1972, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3464,Greens Bayou,TX,Harris,73,Natural Gas Fired Combustion Turbine,GT,,S,X,X,GBY_GT,GBY_GT,72.0,0.9,57,67,30,N, , ,OP,X,12,1976, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3464,Greens Bayou,TX,Harris,74,Natural Gas Fired Combustion Turbine,GT,,S,X,X,GBY_GT,GBY_GT,72.0,0.9,53,68,30,N, , ,OP,X,12,1976, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3464,Greens Bayou,TX,Harris,81,Natural Gas Fired Combustion Turbine,GT,,S,X,X,GBY_GT,GBY_GT,72.0,0.9,53,69,30,N, , ,OP,X,12,1976, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3464,Greens Bayou,TX,Harris,82,Natural Gas Fired Combustion Turbine,GT,,S,X,X,GBY_GT,GBY_GT,72.0,0.9,47,50,30,N, , ,OP,X,12,1976, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3464,Greens Bayou,TX,Harris,83,Natural Gas Fired Combustion Turbine,GT,,S,X,X,GBY_GT,GBY_GT,72.0,0.9,61,72,30,N, , ,OP,X,12,1976, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3464,Greens Bayou,TX,Harris,84,Natural Gas Fired Combustion Turbine,GT,,S,X,X,GBY_GT,GBY_GT,72.0,0.9,56,68,30,N, , ,OP,X,12,1976, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,3,Natural Gas Fired Combined Cycle,CA,THW3,S,N,X,THW_CC1,THW_CC1,113.1,0.85,110,110,27,N, , ,OP,X,8,1974, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,31,Natural Gas Fired Combined Cycle,CT,THW3,S,X,Y,THW_CC1,THW_CC1,54.0,0.85,54,69,53,N, , ,OP,X,7,1972, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,32,Natural Gas Fired Combined Cycle,CT,THW3,S,X,Y,THW_CC1,THW_CC1,54.0,0.9,54,69,53,N, , ,OP,X,7,1972, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,33,Natural Gas Fired Combined Cycle,CT,THW3,S,X,Y,THW_CC1,THW_CC1,54.0,0.9,54,69,53,N, , ,OP,X,7,1972, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,34,Natural Gas Fired Combined Cycle,CT,THW3,S,X,Y,THW_CC1,THW_CC1,54.0,0.9,54,69,53,N, , ,OP,X,7,1972, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,4,Natural Gas Fired Combined Cycle,CA,THW4,S,N,X,THW_CC2,THW_CC2,113.1,0.85,110,110,27,N, , ,OP,X,8,1974, , ,N,IPP Non-CHP,2,X,NG,,,,,,,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,41,Natural Gas Fired Combined Cycle,CT,THW4,S,X,Y,THW_CC2,THW_CC2,54.0,0.9,54,69,53,N, , ,OP,X,7,1972, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,42,Natural Gas Fired Combined Cycle,CT,THW4,S,X,Y,THW_CC2,THW_CC2,54.0,0.9,54,69,53,N, , ,OP,X,7,1972, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,43,Natural Gas Fired Combined Cycle,CT,THW4,S,X,Y,THW_CC2,THW_CC2,56.7,0.9,54,69,53,N, , ,OP,X,8,1974, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,44,Natural Gas Fired Combined Cycle,CT,THW4,S,X,Y,THW_CC2,THW_CC2,56.7,0.9,54,69,53,N, , ,OP,X,8,1974, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,51,Natural Gas Fired Combustion Turbine,GT,,S,X,X,THW_THWGT5X,THW_THWGT5X,85.0,0.9,56,65,40,N, , ,OP,X,11,1975, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,52,Natural Gas Fired Combustion Turbine,GT,,S,X,X,THW_THWGT5X,THW_THWGT5X,85.0,0.9,56,65,38,N, , ,OP,X,11,1975, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,53,Natural Gas Fired Combustion Turbine,GT,,S,X,X,THW_THWGT5X,THW_THWGT5X,85.0,0.9,56,65,42,N, , ,OP,X,11,1975, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,54,Natural Gas Fired Combustion Turbine,GT,,S,X,X,THW_THWGT5X,THW_THWGT5X,85.0,0.9,56,65,48,N, , ,OP,X,11,1975, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,55,Natural Gas Fired Combustion Turbine,GT,,S,X,X,THW_THWGT5X,THW_THWGT5X,85.0,0.9,56,65,42,N, , ,OP,X,11,1975, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,56,Natural Gas Fired Combustion Turbine,GT,,S,X,X,THW_THWGT5X,THW_THWGT5X,85.0,0.9,56,65,38,N, , ,OP,X,11,1975, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3469,T H Wharton,TX,Harris,GT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,THW_THWGT_1,THW_THWGT_1,16.3,0.85,14,16,5,N, , ,OP,X,7,1967, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,1,Natural Gas Steam Turbine,ST,,S,X,X,WAP_WAP_G1,WAP_WAP_G1,187.8,0.85,169,169,30,N, , ,OP,X,6,1958, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,2,Natural Gas Steam Turbine,ST,,S,X,X,WAP_WAP_G2,WAP_WAP_G2,187.8,0.85,169,169,30,N, , ,OP,X,12,1958, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,3,Natural Gas Steam Turbine,ST,,S,X,X,WAP_WAP_G3,WAP_WAP_G3,299.2,0.85,240,258,60,N, , ,OP,X,3,1961, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,4,Natural Gas Steam Turbine,ST,,S,X,X,WAP_WAP_G4,WAP_WAP_G4,580.5,0.9,552,552,60,N, , ,OP,X,6,1968, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,7,Conventional Steam Coal,ST,,S,X,X,WAP_WAP_G7,WAP_WAP_G7,614.6,0.87,577,577,175,N, , ,OP,X,6,1980, , ,N,IPP Non-CHP,2,X,SUB,NG,,,,,NG,,,,N,N, ,OVER,,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,Y,N,N
54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,8,Conventional Steam Coal,ST,,S,X,X,WAP_WAP_G8,WAP_WAP_G8,654.0,0.87,610,610,175,N, , ,OP,X,12,1982, , ,N,IPP Non-CHP,2,X,SUB,NG,,,,,NG,,,,N,Y, ,OVER,,Y,,,Y,,, , , , , , , , ,,, , , ,, , ,Y,N,N
54888,NRG Texas Power LLC,3470,W A Parish,TX,Fort Bend,GT1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,WAP_WAP_GT_1,WAP_WAP_GT_1,16.3,0.85,13,13,3,N, , ,OP,X,7,1967, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
17698,Southwestern Electric Power Co,3476,Knox Lee,TX,Gregg,5,Natural Gas Steam Turbine,ST,,S,X,X,,,351.0,0.9,342,348,75,N, , ,OP,X,4,1974, , ,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
17698,Southwestern Electric Power Co,3478,Wilkes,TX,Marion,2,Natural Gas Steam Turbine,ST,,S,X,X,,,351.0,0.9,355,365,40,N, , ,OP,X,5,1970, , ,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
17698,Southwestern Electric Power Co,3478,Wilkes,TX,Marion,3,Natural Gas Steam Turbine,ST,,S,X,X,,,351.0,0.9,354,362,40,N, , ,OP,X,12,1971, , ,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
17718,Southwestern Public Service Co,3482,Jones,TX,Lubbock,3,Natural Gas Fired Combustion Turbine,GT,,S,X,X,SPS.JONES3,SPS.JONES3,182.7,0.9,166,183,114,N, , ,OP,X,6,2011,12,2056,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
17718,Southwestern Public Service Co,3482,Jones,TX,Lubbock,4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,SPS.JONES4,SPS.JONES4,182.7,0.9,168,183,116,N, , ,OP,X,5,2013,12,2058,N,Electric Utility,1,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
17718,Southwestern Public Service Co,3484,Nichols,TX,Potter,1,Natural Gas Steam Turbine,ST,,S,X,X,SPS.NICHOLS1,SPS.NICHOLS1,113.6,0.85,107,107,25,N, , ,OP,X,1,1960, , ,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
17718,Southwestern Public Service Co,3484,Nichols,TX,Potter,2,Natural Gas Steam Turbine,ST,,S,X,X,SPS.NICHOLS2,SPS.NICHOLS2,113.6,0.85,106,106,18,N, , ,OP,X,1,1962,12,2027,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
17718,Southwestern Public Service Co,3484,Nichols,TX,Potter,3,Natural Gas Steam Turbine,ST,,S,X,X,SPS.NICHOLS3,SPS.NICHOLS3,247.5,0.9,244,244,25,N, , ,OP,X,1,1968,12,2030,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,
17718,Southwestern Public Service Co,3485,Plant X,TX,Lamb,1,Natural Gas Steam Turbine,ST,,S,X,X,SPS.PLANTX1,SPS.PLANTX1,48.0,0.8,38,38,21,N, , ,OP,X,1,1952, , ,N,Electric Utility,1,X,NG,,,,,,NG,,,,N,N, ,OVER,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
6035,"Constellation Power, Inc",3491,Handley,TX,Tarrant,3,Natural Gas Steam Turbine,ST,,S,X,X,HLSES_UNIT3,HLSES_UNIT3,404.8,0.8,375,375,50,N, , ,OP,X,7,1963, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N,0,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,N
6035,"Constellation Power, Inc",3491,Handley,TX,Tarrant,4,Natural Gas Steam Turbine,ST,,S,X,X,HLSES_UNIT4,HLSES_UNIT4,455.0,0.91,435,435,120,N, , ,OP,X,10,1976, , ,N,IPP Non-CHP,2,X,NG,,,,,,NG,,,,N,N, ,12H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
