Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,Bifacial?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
61060,Cypress Creek Renewables,61513,Marlin Solar,TX,Limestone,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.3,5.3,5.3,12,2017,,,,Y,,,,,,,,180,20,7.2,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,61514,North Gainesville Solar,TX,Cooke,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.2,5.2,5.2,12,2017,,,,Y,,,,,,,,180,20,6.7,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,61524,Whitewright Solar,TX,Fannin,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,12,2017,,Y,,Y,,,,,,,,180,20,14,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,61532,Leon Solar,TX,Hunt,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,12,2017,,Y,,Y,,,,,,,,180,20,14,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,61625,West Moore Solar II,TX,Grayson,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,12,2018,,,,Y,,,,,,,,180,20,7.1,,,,Y,,,N, ,N, 
62080,"Lamesa Solar II, L.L.C.",61697,Lamesa II,TX,Dawson,IVORY,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,50.0,50.0,50.0,11,2018,,Y,,,,,,,,,,0,52,66.9,Y,,,,,,N, ,N, 
61323,"PowerFin ASL 1, LLC",61700,PowerFin Kingsbery,TX,Travis,PFPKB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.6,2.6,2.6,3,2018,,,,Y,,,,,,,,180,20,3.1,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,61810,Chisum,TX,Lamar,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,12,2018,,,,Y,,,,,,,,180,20,14.2,,,,Y,,,N, ,N, 
61060,Cypress Creek Renewables,61867,Bovine,TX,Austin,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,12,2018,,,,Y,,,,,,,,180,20,14.2,,,,Y,,,N, ,N, 
61060,Cypress Creek Renewables,61868,Bronson,TX,Fort Bend,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,12,2018,,,,Y,,,,,,,,180,20,14.2,,,,Y,,,N, ,N, 
61060,Cypress Creek Renewables,61871,Sterling Solar (TX),TX,Hunt,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,11,2018,,,,Y,,,,,,,,180,20,14.2,,,,Y,,,N, ,N, 
61677,Sol Systems,61872,Lampwick,TX,Menard,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.5,7.5,7.5,11,2019,,Y,,,,,,,,,,180,0,10.8,,,,,,Y,N, ,N, 
61060,Cypress Creek Renewables,61873,Yellow Jacket,TX,Bosque,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2018,,,,Y,,,,,,,,180,20,7.1,,,,Y,,,N, ,N, 
61060,Cypress Creek Renewables,61874,Eddy II,TX,McLennan,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,11,2018,,,,Y,,,,,,,,180,20,14.2,Y,,,,,,N, ,N, 
61060,Cypress Creek Renewables,61875,Cascade Solar (TX),TX,Wharton,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,4,2019,,Y,,,,,,,,,,180,0,14.2,Y,,,,,,N, ,N, 
60146,Ameresco Federal Solutions,61887,Fort Bliss (DEA EPIC),TX,El Paso,DEPIC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,7,2018,,,,Y,,,,,,,,179,15,2.5,Y,,,,,,N, ,N, 
61944,MN8 Energy LLC,61895,Toyota HQ Plan,TX,Collin,TOYHQ,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.7,5.9,3.5,9,2017,,,,Y,,,,,,,,180,1,8.8,Y,,,,,,N, ,N, 
61515,"Phoebe Energy Project, LLC",61906,Phoebe Solar,TX,Winkler,PHOEB,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,250.0,250.0,250.0,11,2019,,Y,,,,,,,,,N,0, ,317,,Y,,,,,N, ,N, 
61523,225DD 8me LLC,61920,Galloway 1 Solar Farm,TX,Concho,GSM01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,250.0,250.0,250.0,10,2021,,Y,,,,,,,,,,0, ,319,Y,,,,,,N, ,N, 
65411,Duke Energy Renewables Services,61962,Holstein 1 Solar Farm,TX,Nolan,HSF01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,200.0,200.0,200.0,6,2020,,Y,,,,,,,,,,180, ,280,Y,,,,,,N, ,N, 
65411,Duke Energy Renewables Services,62141,Rambler,TX,Tom Green,RMBLR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,200.0,200.0,200.0,6,2020,,Y,,,,,,,,,,180, ,266,Y,,,,,,N, ,N, 
57389,IKEA Property Inc,62152,IKEA Live Oak Rooftop PV System,TX,Bexar,570,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.7,1.7,1.7,4,2019,,,,Y,,,,,,,,153,5,1.8,Y,,,,,,Y,1.8,N, 
63048,Misae Lessee LLC,62249,Misae Solar,TX,Childress,77777,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,240.0,240.0,240.0,1,2020,,Y,,,,,,,,,,180, ,326.8,Y,N,,,,,N, ,N, 
56215,"RWE Renewables Americas, LLC",62415,West of the Pecos Solar,TX,Reeves,WOTP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,100.0,100.0,100.0,12,2019,,Y,,,,,,,,,,52, ,130,Y,,,,,,N, ,N, 
65411,Duke Energy Renewables Services,62448,Lapetus,TX,Andrews,LAP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,100.0,100.0,100.0,12,2019,,Y,,,,,,,,,,180, ,133,Y,,,,,,N, ,N, 
65925,Taygete Energy Project LLC,62483,Taygete Energy Project LLC,TX,Pecos,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,255.0,255.0,255.0,3,2021,,Y,,,,,,,,,,0,60,344.1,Y,,,,,,N, ,N, 
64418,GSEone,62505,G.S.E. One LLC,TX,Fannin,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,83.0,82.5,82.5,9,2021,,Y,,,,,,,,,,180, ,105.2,,Y,,,,,N, ,N, 
62047,"Roadrunner Solar, LLC",62561,"Roadrunner, LLC Hybrid",TX,Upton,RODR1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,200.0,200.0,200.0,8,2020,,Y,,N,Y,,,,,,,90,90,248.5,Y,,,,,,N, ,N, 
62047,"Roadrunner Solar, LLC",62561,"Roadrunner, LLC Hybrid",TX,Upton,RODR2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,200.0,200.0,200.0,8,2020,,Y,,N,Y,,,,,,,90,90,248.5,Y,,,,,,N, ,N, 
16604,City of San Antonio - (TX),62610,Commerce Solar,TX,Bexar,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,5.0,5.0,5.0,12,2019,,Y,,N,,N,,,,,,52,52,5.9,Y,,,,,,N, ,N, 
65890,"Prospero Energy Project, LLC (Longroad)",62755,Prospero Solar,TX,Andrews,PROSP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,300.0,300.0,300.0,6,2020,,Y,,,,,,,,,,180, ,379,,Y,,,,,N, ,N, 
62680,BT Coniglio Solar LLC,62772,Coniglio Solar,TX,Fannin,BTCON,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,123.6,123.6,123.6,8,2021,,Y,,N,,,,,,,,0,60,168,Y,,,,,,N, ,N, 
60496,"Adapture Renewables, Inc.",62773,"BT Cooke Solar, LLC",TX,Cooke,BTCOO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,59.0,59.0,59.0,12,2020,,Y,,,,,,,,,,0,0,81,Y,,,,,,N, ,N, 
62682,"Kellam Solar, LLC",62774,Kellam Solar,TX,Van Zandt,BTKEL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,59.0,59.0,59.0,12,2020,,Y,,,,,,,,,,180, ,81,Y,,,,,,N, ,N, 
62705,Concho Bluff LLC,62804,Greasewood Solar,TX,Pecos,GREA1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,255.0,255.0,255.0,2,2021,,Y,,,,,,,,,,0, ,348,Y,,,,,,N, ,N, 
56201,Engie North America,62845,ENGIE Long Draw Solar LLC,TX,Borden,SP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,225.0,225.0,225.0,12,2020,,Y,,,,,,,,,,180, ,287,Y,,,,,,N, ,N, 
62789,Oberon Solar IB,62932,Oberon IB,TX,Ector,OBR1B,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,30.0,30.0,30.0,7,2020,,Y,,Y,,,,,,,,165,52,37.3,Y,,,,,,N, ,N, 
62788,Oberon Solar IA,62933,Oberon IA,TX,Ector,OBR1A,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,150.0,150.0,150.0,7,2020,,Y,,Y,,,,,,,,165.6,52,193,Y,,,,,,N, ,N, 
62794,"AP Solar 2, LLC",62945,Fighting Jays Solar Project,TX,Fort Bend,FJSOL,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,227.5,227.5,227.5,6,2022,,Y,,,,,,,,,,0,0,350,Y,,,,,,N, ,N, 
61677,Sol Systems,62953,Griffin Solar,TX,McLennan,1080,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2019,,Y,,,,,,,,,,180,52,7.2,,,,,N,Y,N, ,N, 
61677,Sol Systems,63027,Mars Solar,TX,Webb,20,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,8,2019,,Y,,,,,,,,,,180,0,14.2,,Y,,,,,N, ,N, 
62627,Cardinal Renewables,63180,"TPE Whitney Solar, LLC",TX,Bosque,TXWHT,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,9.9,9.9,9.9,12,2017,,Y,,,,,,,,,,180,55,14.3,Y,,,,,,N, ,N, 
49893,Invenergy Services LLC,63211,Samson Solar Energy,TX,Franklin,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,250.0,250.0,250.0,5,2022,,,,Y,,,,,,,,0,60,335,Y,,,,,,N, ,N, 
62842,"Lightsource Renewable Energy Asset Management, LLC",63222,Impact Solar 1,TX,Lamar,TXIM1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,198.5,198.5,198.5,12,2020,,Y,,,,,,,,,,180,60,260,Y,,,,,,N, ,N, 
55983,Luminant Generation Company LLC,63223,Brightside,TX,Bee,UNIT1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,50.7,50.7,50.7,5,2022,,Y,,,,,,,,,,180,52,65,Y,,,,,,N, ,N, 
55983,Luminant Generation Company LLC,63233,Emerald Grove,TX,Pecos,UNIT1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,108.0,108.0,108.0,3,2023,,Y,,,,,,,,,,0, ,140.8,Y,,,,,,N, ,N, 
63012,"2W Permian Solar, LLC",63255,2W Permian Solar Project Hybrid,TX,Andrews,2WPSO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,420.0,420.0,420.0,8,2021,,Y,,,,,,,,,,90, ,520,Y,,,,,,N, ,N, 
62161,"Cubico USA, LLC",63273,Wagyu,TX,Brazoria,1215,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,120.0,120.0,120.0,8,2020,,Y,,,,,,,,,, , ,162.4,,Y,,,,,N, ,N, 
63092,"SE Titan, LLC",63320,Titan Solar Project,TX,Culberson,IPTTN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,260.0,260.0,260.0,12,2021,,Y,,,,,,,,,,60, ,367,,Y,,,,,N, ,N, 
63100,"SE Juno, LLC",63328,Juno Solar Project,TX,Borden,IPJNO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,143.5,143.5,143.5,8,2021,,Y,,,,,,,,,,60,60,203.5,,Y,,,,,N, ,N, 
63100,"SE Juno, LLC",63328,Juno Solar Project,TX,Borden,JUNO1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,159.0,159.0,159.0,6,2021,,Y,,,,,,,,,,60,60,219,,Y,,,,,N, ,N, 
63101,"SE Aragorn, LLC",63329,Aragorn Solar Project,TX,Culberson,IPAGN,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,187.2,180.0,180.0,12,2021,,Y,,,,,,,,,,60, ,255,,Y,,,,,N, ,N, 
63118,224WB 8me LLC,63343,Galloway 2 Solar Farm,TX,Concho,GS2SF,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,110.0,110.0,110.0,10,2023,,,,,,,,,,,Y, , ,146.6,Y,,,,,,N, ,N, 
63116,"Bluebell Solar II, LLC",63351,Bluebell Solar II,TX,Sterling,BBS2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,115.0,115.0,115.0,12,2020,,Y,,,,,,,,,,180, ,150,,Y,,,,,N, ,N, 
63183,Oxy Renewable Energy LLC,63388,Oxy Renewable Energy - Goldsmith,TX,Ector,SOLAR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.8,16.8,11.8,5,2020,,Y,,,,,,,,,,0, ,20.8,,Y,,,N,,N, ,N, 
